title;description;artist;culture;country;teaserText;url;image;regularImage;largeImage;date;Century;medium;simplified mediums;accessionNumber;galleryInformation
Strutting Cock;Henry Emerson Tuttle (American, Lake Forest, Illinois 1890–1946 New Haven, Connecticut);Henry Emerson Tuttle;;;Henry Emerson Tuttle (American, Lake Forest, Illinois 1890–1946 New Haven, Connecticut) Date: 1932 Accession Number: 46.59.4;/art/collection/search/393453?&ao=on&ft=Rooster&offset=300&rpp=100&pos=323;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP832896.jpg;dp/web-additional/DP832896.jpg;dp/web-large/DP832896.jpg;1932;20th century;Drypoint;Drypoint;46.59.4;Not on view
Napoleon Dance in Holland;Charles Williams (British, active 1797–1830);Charles Williams;;;Charles Williams (British, active 1797–1830) Date: January 1, 1814 Accession Number: 59.533.1552;/art/collection/search/392490?&ao=on&ft=Rooster&offset=300&rpp=100&pos=324;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP818378.jpg;dp/web-additional/DP818378.jpg;dp/web-large/DP818378.jpg;January 1, 1814;19th century;Hand-colored etching;Etching;595.331.552;Not on view
Sampler;;;French;France;Date: 1845 Accession Number: 57.122.779;/art/collection/search/228695?&ao=on&ft=Rooster&offset=300&rpp=100&pos=325;https://images.metmuseum.org/CRDImages/es/mobile-large/DP781_57.122.779.jpg;es/web-additional/DP781_57.122.779.jpg;es/web-large/DP781_57.122.779.jpg;1845;19th century;Beads on cotton;Cotton;57.122.779;Not on view
Sampler;;;German;Germany;Date: 1832 Accession Number: 57.122.37;/art/collection/search/227970?&ao=on&ft=Rooster&offset=300&rpp=100&pos=326;https://images.metmuseum.org/CRDImages/es/mobile-large/165073.jpg;es/web-additional/165073.jpg;es/web-large/165073.jpg;1832;19th century;Silk on wool;Silk;57.122.37;Not on view
Sampler;;;Dutch;Netherlands;Date: 1776 Accession Number: 57.122.496;/art/collection/search/228421?&ao=on&ft=Rooster&offset=300&rpp=100&pos=327;https://images.metmuseum.org/CRDImages/es/mobile-large/164666.jpg;es/web-additional/164666.jpg;es/web-large/164666.jpg;1776;18th century;Silk on linen;Silk;57.122.496;Not on view
Censer in Form of a Cock;;;Japan;Japan;Date: 1700 Accession Number: 23.225.37a, b;/art/collection/search/47542?&ao=on&ft=Rooster&offset=300&rpp=100&pos=328;https://images.metmuseum.org/CRDImages/as/mobile-large/55498.jpg;as/web-additional/55498.jpg;as/web-large/55498.jpg;1700;18th century;Stoneware covered with thin glaze (Bizen ware);Stoneware;23.225.37a, b;Not on view
Vase;;;Japan;Japan;Date: 1850 Accession Number: 23.225.331;/art/collection/search/47869?&ao=on&ft=Rooster&offset=300&rpp=100&pos=329;https://images.metmuseum.org/CRDImages/as/mobile-large/54770.jpg;as/web-additional/54770.jpg;as/web-large/54770.jpg;1850;19th century;White porcelain decorated with blue under the glaze;Porcelain;23.225.331;Not on view
Censer in Form of a Cock;;;Japan;Japan;Date: 1650 Accession Number: 23.225.28a, b;/art/collection/search/47479?&ao=on&ft=Rooster&offset=300&rpp=100&pos=330;https://images.metmuseum.org/CRDImages/as/mobile-large/55490.jpg;as/web-additional/55490.jpg;as/web-large/55490.jpg;1650;17th century;"Stoneware covered with thin glaze; tail of lacquered wood (Bizen ware)";Stoneware;23.225.28a, b;Not on view
Medallions and cartouches in the Antique style;Designed by Jean-Baptiste Huet I (French, Paris 1745–1811 Paris);Jean-Baptiste Huet I;French, Jouy-en-Josas;France;Designed by Jean-Baptiste Huet I (French, Paris 1745–1811 Paris) Date: ca. 1805 Accession Number: 26.238.6a, b;/art/collection/search/221863?&ao=on&ft=Rooster&offset=300&rpp=100&pos=331;https://images.metmuseum.org/CRDImages/es/mobile-large/DP5329.jpg;es/web-additional/DP5329.jpg;es/web-large/DP5329.jpg;ca. 1805;19th century;Cotton, copperplate printed;Cotton;26.238.6a, b;Not on view
Two Designs for Illustration;Adrian Ludwig Richter (German, Dresden 1803–1884 Dresden);Adrian Ludwig Richter;;;Adrian Ludwig Richter (German, Dresden 1803–1884 Dresden) Date: 1820–84 Accession Number: 30.26.3a, b;/art/collection/search/335694?&ao=on&ft=Rooster&offset=300&rpp=100&pos=332;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP803975.jpg;dp/web-additional/DP803975.jpg;dp/web-large/DP803975.jpg;1820–84;19th century;Graphite;Graphite;30.26.3a, b;Not on view
"Water Jar with Dragon, Mount Fuji, Kirin, Cockerels, and Auspicious Motifs

";;;Japan;Japan;Date: second half of the 19th century Accession Number: 93.3.244a, b;/art/collection/search/52470?&ao=on&ft=Rooster&offset=300&rpp=100&pos=333;https://images.metmuseum.org/CRDImages/as/mobile-large/93_3_244_ab_O1_sf.jpg;as/web-additional/93_3_244_ab_O1_sf.jpg;as/web-large/93_3_244_ab_O1_sf.jpg;second half of the 19th century;19th century;White biscuit earthenware decorated in relief (Hirado ware);Earthenware;93.3.244a, b;Not on view
Sacred Wine Bottles and Yema (Sacred Picture for Dedication in the Temple);Katsushika Hokusen (Japanese, active first half of the nineteenth century);Katsushika Hokusen;Japan;Japan;Katsushika Hokusen (Japanese, active first half of the nineteenth century) Date: probably 1813 Accession Number: JP1961;/art/collection/search/54535?&ao=on&ft=Rooster&offset=300&rpp=100&pos=334;https://images.metmuseum.org/CRDImages/as/mobile-large/DP135773.jpg;as/web-additional/DP135773.jpg;as/web-large/DP135773.jpg;probably 1813;19th century;"Woodblock print (surimono); ink and color on paper";Wood;JP1961;Not on view
Le Traité de Paix avec Rome (The Peace Treaty with Rome);Anonymous, French, 18th century;Anonymous, French, 18th century;;;Anonymous, French, 18th centuryDate: ca. 1789 Accession Number: 62.520.193;/art/collection/search/398709?&ao=on&ft=Rooster&offset=300&rpp=100&pos=335;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP818676.jpg;dp/web-additional/DP818676.jpg;dp/web-large/DP818676.jpg;ca. 1789;18th century;Hand-colored etching;Etching;62.520.193;Not on view
Printed cotton;Designed by Robert Jones;Robert Jones;British, London;United Kingdom;Designed by Robert JonesDate: 1761 Accession Number: 24.200;/art/collection/search/221577?&ao=on&ft=Rooster&offset=300&rpp=100&pos=336;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-23378-001.jpg;es/web-additional/DP-23378-001.jpg;es/web-large/DP-23378-001.jpg;1761;18th century;Cotton and linen;Cotton;24.200;Not on view
Incense Burner;;;Japan;Japan;Date: ca. 1800 Accession Number: 25.60.40a, b;/art/collection/search/47502?&ao=on&ft=Rooster&offset=300&rpp=100&pos=337;https://images.metmuseum.org/CRDImages/as/mobile-large/59560.jpg;as/web-additional/59560.jpg;as/web-large/59560.jpg;ca. 1800;19th century;Stoneware with glaze (Bizen ware);Stoneware;25.60.40a, b;Not on view
America;Tapestry upholstery by Beauvais;Beauvais;French, Beauvais;France;"Tapestry upholstery by BeauvaisDate: designed ca. 1786, woven 1790–91; settee frame second half 19th century Accession Number: 1978.404.5a–c";/art/collection/search/231927?&ao=on&ft=Rooster&offset=300&rpp=100&pos=338;https://images.metmuseum.org/CRDImages/es/mobile-large/DP287566.jpg;es/web-additional/DP287566.jpg;es/web-large/DP287566.jpg;"designed ca. 1786, woven 1790–91; settee frame second half 19th century";18th century;"Carved and gilded wood; wool, silk";Wood;1978.404.5a–c;Not on view
Badge with Cockney;;;British;United Kingdom;Date: 15th century Accession Number: 2002.306.4;/art/collection/search/474366?&ao=on&ft=Rooster&offset=300&rpp=100&pos=339;https://images.metmuseum.org/CRDImages/md/mobile-large/tr248-4-2002s1.jpg;md/web-additional/tr248-4-2002s1.jpg;md/web-large/tr248-4-2002s1.jpg;15th century;15th century;Tin/lead alloy;Tin;2002.306.4;Not on view
Wine cup;H. M., London;H. M., London;British, London;United Kingdom;H. M., LondonDate: probably 1659–60 Accession Number: 1970.131.9;/art/collection/search/205205?&ao=on&ft=Rooster&offset=300&rpp=100&pos=340;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-1716-026.jpg;es/web-additional/DP-1716-026.jpg;es/web-large/DP-1716-026.jpg;probably 1659–60;17th century;Silver;Silver;1970.131.9;Not on view
Valentine;Anonymous;Anonymous;;;AnonymousDate: 1850–70 Accession Number: 1981.1136.597;/art/collection/search/725275?&ao=on&ft=Rooster&offset=300&rpp=100&pos=341;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP886091.jpg;dp/web-additional/DP886091.jpg;dp/web-large/DP886091.jpg;1850–70;19th century;"Cameo-embossed  lace paper, chromolithography 
";"Lithography 
";19.811.136.597;Not on view
A cockfight;? José Guadalupe Posada (Mexican, 1851–1913);José Guadalupe Posada;;;? José Guadalupe Posada (Mexican, 1851–1913) Date: ca. 1880–1910 Accession Number: 65.590.7;/art/collection/search/736356?&ao=on&ft=Rooster&offset=300&rpp=100&pos=342;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP869609.jpg;dp/web-additional/DP869609.jpg;dp/web-large/DP869609.jpg;ca. 1880–1910;19th century;Type-metal engraving;Engraving;65.590.7;Not on view
"The Cock and the Precious Stone, from Aesop""s Fables";After Francis Barlow (British, Lincolnshire ca. 1626–1704 London);Francis Barlow;;;After Francis Barlow (British, Lincolnshire ca. 1626–1704 London) Date: ca. 1760 Accession Number: 63.617.8;/art/collection/search/344516?&ao=on&ft=Rooster&offset=300&rpp=100&pos=343;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP154223.jpg;dp/web-additional/DP154223.jpg;dp/web-large/DP154223.jpg;ca. 1760;18th century;Etching;Etching;63.617.8;Not on view
Design for a Girandole Composed of Three Clasping Arrows and Candle-branches Terminating in Cockerel Heads;Sir William Chambers (British (born Sweden), Göteborg 1723–1796 London);Sir William Chambers;;;Sir William Chambers (British (born Sweden), Göteborg 1723–1796 London) Date: 1743–97 Accession Number: 34.78.2(52);/art/collection/search/362935?&ao=on&ft=Rooster&offset=300&rpp=100&pos=344;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP805620.jpg;dp/web-additional/DP805620.jpg;dp/web-large/DP805620.jpg;1743–97;18th century;Pen and ink, brush and wash;Ink;34.78.2(52);Not on view
Italian Farmhouse;Walter Crane (British, Liverpool 1845–1915 Horsham);Walter Crane;;;Walter Crane (British, Liverpool 1845–1915 Horsham) Date: 1871–73 Accession Number: 1971.66.3;/art/collection/search/341202?&ao=on&ft=Rooster&offset=300&rpp=100&pos=345;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP801083.jpg;dp/web-additional/DP801083.jpg;dp/web-large/DP801083.jpg;1871–73;19th century;Watercolor and gouache (bodycolor);Watercolor;1971.66.3;Not on view
The Old Cock;Félix Bracquemond (French, Paris 1833–1914 Sèvres);Félix Bracquemond;;;Félix Bracquemond (French, Paris 1833–1914 Sèvres) Date: 1882 Accession Number: 1995.107;/art/collection/search/359632?&ao=on&ft=Rooster&offset=300&rpp=100&pos=346;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP805498.jpg;dp/web-additional/DP805498.jpg;dp/web-large/DP805498.jpg;1882;19th century;Etching;Etching;1.995.107;Not on view
The Barn;Adriaen van Ostade (Dutch, Haarlem 1610–1685 Haarlem);Adriaen van Ostade;;;Adriaen van Ostade (Dutch, Haarlem 1610–1685 Haarlem) Date: 1647 Accession Number: 17.74.9;/art/collection/search/359975?&ao=on&ft=Rooster&offset=300&rpp=100&pos=347;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP821909.jpg;dp/web-additional/DP821909.jpg;dp/web-large/DP821909.jpg;1647;17th century;"Etching; third state of ten";Etching;17.74.9;Not on view
A Poultry Market in a Dutch Town;Willem Pietersz. Buytewech (Dutch, Rotterdam, 1591/92–1624);Willem Pietersz. Buytewech;;;Willem Pietersz. Buytewech (Dutch, Rotterdam, 1591/92–1624) Date: 1621 Accession Number: 2002.122;/art/collection/search/351996?&ao=on&ft=Rooster&offset=300&rpp=100&pos=348;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP800177.jpg;dp/web-additional/DP800177.jpg;dp/web-large/DP800177.jpg;1621;17th century;Pencil, pen and brown ink, gray wash, pen and brown ink framing lines;Ink;2.002.122;Not on view
Coat of Arms with Cock;Albrecht Dürer (German, Nuremberg 1471–1528 Nuremberg);Albrecht Dürer;;;Albrecht Dürer (German, Nuremberg 1471–1528 Nuremberg) Date: ca. 1502 Accession Number: 19.73.112;/art/collection/search/384647?&ao=on&ft=Rooster&offset=300&rpp=100&pos=349;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP815409.jpg;dp/web-additional/DP815409.jpg;dp/web-large/DP815409.jpg;ca. 1502;16th century;Engraving;Engraving;19.73.112;Not on view
Game Cock (Carney Cock);Henry Emerson Tuttle (American, Lake Forest, Illinois 1890–1946 New Haven, Connecticut);Henry Emerson Tuttle;;;Henry Emerson Tuttle (American, Lake Forest, Illinois 1890–1946 New Haven, Connecticut) Date: 1931 Accession Number: 46.59.9;/art/collection/search/393458?&ao=on&ft=Rooster&offset=300&rpp=100&pos=350;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP832889.jpg;dp/web-additional/DP832889.jpg;dp/web-large/DP832889.jpg;1931;20th century;Drypoint;Drypoint;46.59.9;Not on view
Tankard;Georgius Olescher Sr. (active 1693, died 1707);Georgius Olescher Sr.;Hungarian, Brassó;Hungary;Georgius Olescher Sr. (active 1693, died 1707) Date: late 17th century Accession Number: 2010.110.51;/art/collection/search/237033?&ao=on&ft=Rooster&offset=300&rpp=100&pos=351;https://images.metmuseum.org/CRDImages/es/mobile-large/DP338167.jpg;es/web-additional/DP338167.jpg;es/web-large/DP338167.jpg;late 17th century;17th century;Gilded silver;Silver;2010.110.51;Not on view
Panel with Biblical vignettes;;;British;United Kingdom;Date: 1667 Accession Number: 64.101.1304;/art/collection/search/229005?&ao=on&ft=Rooster&offset=300&rpp=100&pos=352;https://images.metmuseum.org/CRDImages/es/mobile-large/DP159850.jpg;es/web-additional/DP159850.jpg;es/web-large/DP159850.jpg;1667;17th century;"Canvas worked with wool, silk, and metal thread, glass beads, mica, silk satin; long-and-short, stem, split, chain, knots, cross, and couching stitches";Canvas;641.011.304;Not on view
Candlestick (one of a pair);Derby Porcelain Manufactory (British, 1751–1785);Derby Porcelain Manufactory;British, Derby;United Kingdom;Derby Porcelain Manufactory (British, 1751–1785) Date: 1769–70 Accession Number: 64.101.523;/art/collection/search/203390?&ao=on&ft=Rooster&offset=300&rpp=100&pos=353;https://images.metmuseum.org/CRDImages/es/mobile-large/DP-12374-081.jpg;es/web-additional/DP-12374-081.jpg;es/web-large/DP-12374-081.jpg;1769–70;18th century;Soft-paste porcelain;Porcelain;64.101.523;Not on view
Group;Bow Porcelain Factory (British, 1747–1776);Bow Porcelain Factory;British, Bow, London;United Kingdom;Bow Porcelain Factory (British, 1747–1776) Date: 1755–60 Accession Number: 64.101.713;/art/collection/search/203550?&ao=on&ft=Rooster&offset=300&rpp=100&pos=354;https://images.metmuseum.org/CRDImages/es/mobile-large/210267.jpg;es/web-additional/210267.jpg;es/web-large/210267.jpg;1755–60;18th century;Soft-paste porcelain;Porcelain;64.101.713;Not on view
"""The Concourse of the Birds"", Folio 11r from a Mantiq al-Tayr (Language of the Birds)";Painting by Habiballah of Sava (Iranian, active ca. 1590–1610);Habiballah of Sava;;;Painting by Habiballah of Sava (Iranian, active ca. 1590–1610) Date: ca. 1600 Accession Number: 63.210.11;/art/collection/search/451725?&ao=on&ft=Rooster&offset=300&rpp=100&pos=355;https://images.metmuseum.org/CRDImages/is/mobile-large/DP234083.jpg;is/web-additional/DP234083.jpg;is/web-large/DP234083.jpg;ca. 1600;17th century;Ink, opaque watercolor, gold, and silver on paper;Paper;63.210.11;Not on view
Helmet Mask (Gelede);;;Yoruba peoples;Yoruba peoples;Date: 19th–20th century Accession Number: 1991.364.2;/art/collection/search/316650?&ao=on&ft=Rooster&offset=300&rpp=100&pos=356;https://images.metmuseum.org/CRDImages/ao/mobile-large/DP-25896-002.jpg;ao/web-additional/DP-25896-002.jpg;ao/web-large/DP-25896-002.jpg;19th–20th century;20th century;Wood, pigment, metal;Wood;1991.364.2;Not on view
Ladle with Cockerel;;;Thailand;Thailand;Date: 500 BCE–300 CE Accession Number: 2001.433.137;/art/collection/search/56463?&ao=on&ft=Rooster&offset=300&rpp=100&pos=357;https://images.metmuseum.org/CRDImages/as/mobile-large/2001_433_137_O2.jpg;as/web-additional/2001_433_137_O2.jpg;as/web-large/2001_433_137_O2.jpg;500 BCE–300 CE;4th century BCE;Bronze;Bronze;2.001.433.137;Not on view
Chessman;;;Japanese;Japan;Date: 19th century Accession Number: 53.71.169;/art/collection/search/239207?&ao=on&ft=Rooster&offset=300&rpp=100&pos=358;https://images.metmuseum.org/CRDImages/es/mobile-large/ES1657.jpg;es/web-additional/ES1657.jpg;es/web-large/ES1657.jpg;19th century;19th century;Ivory;Ivory;53.71.169;Not on view
Shawl;;;Chinese, for European market;China;Date: last quarter 19th century Accession Number: 1975.368;/art/collection/search/229509?&ao=on&ft=Rooster&offset=300&rpp=100&pos=359;https://images.metmuseum.org/CRDImages/es/mobile-large/RT677.jpg;es/web-additional/RT677.jpg;es/web-large/RT677.jpg;last quarter 19th century;19th century;Silk;Silk;1.975.368;Not on view
Cocks and Hens, Hôtel Colbert;James McNeill Whistler (American, Lowell, Massachusetts 1834–1903 London);James McNeill Whistler;;;James McNeill Whistler (American, Lowell, Massachusetts 1834–1903 London) Date: 1891 Accession Number: 17.3.187;/art/collection/search/372818?&ao=on&ft=Rooster&offset=300&rpp=100&pos=360;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP813832.jpg;dp/web-additional/DP813832.jpg;dp/web-large/DP813832.jpg;1891;19th century;"Transfer lithograph, printed on grayish ivory chine mounted on ivory plate paper; only state (Chicago)";Paper;17.3.0187;Not on view
Toile de Guerre (War Toile);Unknown Designer;Unknown Designer;;;Unknown DesignerDate: ca. 1916 Accession Number: 17.132.1;/art/collection/search/480647?&ao=on&ft=Rooster&offset=300&rpp=100&pos=361;https://images.metmuseum.org/CRDImages/ma/mobile-large/37113.jpg;ma/web-additional/37113.jpg;ma/web-large/37113.jpg;ca. 1916;20th century;Printed cotton;Cotton;17.132.1;Not on view
Terracotta vase in the shape of a cockerel;;;Etruscan;Italy;Date: ca. 650–600 BCE Accession Number: 24.97.21a, b;/art/collection/search/251482?&ao=on&ft=Rooster&offset=300&rpp=100&pos=362;https://images.metmuseum.org/CRDImages/gr/mobile-large/DP119627.jpg;gr/web-additional/DP119627.jpg;gr/web-large/DP119627.jpg;ca. 650–600 BCE;7th century BCE;Terracotta;Terracotta;24.97.21a, b;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzY5NzAxLDQwLjc3ODA1MjcyQGxtQDE4MDg5MTI2Nzk1Mw==' target='_blank'>Gallery 170</a>
